invoice_no,seller_gstin,buyer_gstin,invoice_date,taxable_value,cgst,sgst,igst,total_tax
INV-1778,14FTVBC8134I1ZV,26NZCQC9327O1ZU,09-01-2026,24815,0,0,4466.7,4466.7
INV-1779,15FDDTP4545V1ZG,15GJHYS1847A1ZH,10-11-2025,870623,0,0,156712.14,156712.14
INV-1780,31UJPTT6014H1ZC,21GOQYP4748T1ZH,25-11-2025,330602,0,0,59508.36,59508.36
INV-1781,19MYWQY4649C1ZF,01PNWWB9905L1ZD,24-12-2025,432857,0,0,77914.26,77914.26
INV-1782,22WMJHO1688E1ZR,16YRIXY3529Y1ZL,12-09-2025,682765,0,0,122897.7,122897.7
INV-1783,01XAFDY6472D1ZB,02QGMCY4236X1ZW,19-01-2026,631427,0,0,113656.86,113656.86
INV-1784,15QXVBE3752D1ZO,08AQDWU9435U1ZG,18-12-2025,236955,0,0,42651.9,42651.9
INV-1785,21WQDBL3205J1ZO,19QXCON7991F1ZB,01-02-2026,601040,0,0,108187.2,108187.2
INV-1786,21UHJDN5710M1ZT,05HBKZG8109G1ZT,30-09-2025,557689,0,0,100384.02,100384.02
INV-1787,26BMEVV8172Y1ZO,01PNWWB9905L1ZD,05-12-2025,411548,0,0,74078.64,74078.64
INV-1788,22SMMFE8005F1ZE,30NOLJE6582Q1ZI,29-09-2025,904854,0,0,162873.72,162873.72
INV-1789,17BQZRF3950I1ZH,06NNJXC8925F1ZK,23-09-2025,856514,0,0,154172.52,154172.52
INV-1790,22RNPYX5984U1ZN,36ROMWN3496L1ZY,05-01-2026,506403,0,0,91152.54,91152.54
INV-1791,20BKPAH2123A1ZP,36FQOFP8086K1ZI,30-12-2025,831417,0,0,149655.06,149655.06
INV-1792,19HPLRJ0839I1ZU,17FSITY6172S1ZY,23-09-2025,984700,0,0,177246,177246
INV-1793,02BIZUF8558H1ZK,24RTYKT1404N1ZI,29-10-2025,182824,0,0,32908.32,32908.32
INV-1794,32OMAAG9846J1ZN,08AHFTR8040G1ZH,08-02-2026,349044,0,0,62827.92,62827.92
INV-1795,07EJJFF1911E1ZP,30VRLYP0969K1ZX,23-01-2026,64724,0,0,11650.32,11650.32
INV-1796,32WBMGZ0264H1ZC,29TDFSP4053R1ZZ,11-11-2025,471047,0,0,84788.46,84788.46
INV-1797,34BBHYY0751Q1ZV,07MIHIH6961Q1ZY,12-12-2025,352978,0,0,63536.04,63536.04
INV-1798,03ADQIX9273K1ZF,22OGRCY5454R1ZD,28-12-2025,132994,0,0,23938.92,23938.92
INV-1799,20SDOVY1377U1ZN,03MJDYW5974K1ZH,21-11-2025,405637,0,0,73014.66,73014.66
INV-1800,15PGACU1846F1ZM,26RRSRZ2430W1ZS,10-12-2025,382235,0,0,68802.3,68802.3
INV-1801,07LGOAT9126C1ZA,25RPIWK6623K1ZJ,15-10-2025,342369,0,0,61626.42,61626.42
INV-1802,07PYOXJ9158H1ZD,23IJVXP7370D1ZH,04-01-2026,644787,0,0,116061.66,116061.66
INV-1803,27UAZGL2560P1ZE,06HRMLH7142V1ZS,18-12-2025,674555,0,0,121419.9,121419.9
INV-1804,03NLVBZ5375Q1ZY,24RTYKT1404N1ZI,08-11-2025,890673,0,0,160321.14,160321.14
INV-1805,20SDOVY1377U1ZN,04JLHRP1012C1ZP,03-09-2025,523900,0,0,94302,94302
INV-1806,37TIQTD1337Y1ZR,31GRZPF0457Y1ZM,28-01-2026,728660,0,0,131158.8,131158.8
INV-1807,05GFPYJ6220G1ZK,13IPZDV7275I1ZY,14-09-2025,466564,0,0,83981.52,83981.52
INV-1808,08GDJDK5544R1ZW,21WQDBL3205J1ZO,26-11-2025,36524,0,0,6574.32,6574.32
INV-1809,22RUMRN5458J1ZF,11WUFFF2658Y1ZV,09-09-2025,818184,0,0,147273.12,147273.12
INV-1810,21PPPJV6872T1ZS,18IKFFB5950X1ZW,04-01-2026,454677,0,0,81841.86,81841.86
INV-1811,24JKLOZ6878R1ZN,20SDOVY1377U1ZN,10-01-2026,928861,0,0,167194.98,167194.98
INV-1812,25WOJRT9700I1ZG,07CJHJV8660S1ZA,25-02-2026,197700,0,0,35586,35586
INV-1813,11VUDGQ8518D1ZJ,26MXGQK3310O1ZO,16-10-2025,388526,0,0,69934.68,69934.68
INV-1814,35GZUXF6547Y1ZM,22CJJIG0419C1ZR,10-12-2025,624663,0,0,112439.34,112439.34
INV-1815,13MEKIT6973I1ZZ,01OMLEB9484C1ZS,25-11-2025,965295,0,0,173753.1,173753.1
INV-1816,16GQPXB3303O1ZV,37YCAID6479X1ZX,24-02-2026,537217,0,0,96699.06,96699.06
INV-1817,22BYMJX2969P1ZX,24SBDHK5873D1ZU,15-09-2025,45156,0,0,8128.08,8128.08
INV-1818,15FDDTP4545V1ZG,06DMIIU9473Y1ZE,18-11-2025,511989,0,0,92158.02,92158.02
INV-1819,28OCYRD0354B1ZJ,25XVAOH1860M1ZQ,25-12-2025,748474,0,0,134725.32,134725.32
INV-1820,15FDDTP4545V1ZG,02DGGTT2309P1ZR,04-10-2025,70006,0,0,12601.08,12601.08
INV-1821,32PCVHK5199T1ZL,01ZYWEM2403M1ZI,30-10-2025,915115,0,0,164720.7,164720.7
INV-1822,16WFFGQ1196V1ZP,30QQONQ3358O1ZJ,25-10-2025,486557,0,0,87580.26,87580.26
INV-1823,26SKCAI8689C1ZN,15RQMYJ3165J1ZD,15-09-2025,796364,0,0,143345.52,143345.52
INV-1824,14OOHYU5138R1ZO,07FVWTL8060W1ZK,01-02-2026,856652,0,0,154197.36,154197.36
INV-1825,07BFGYW8318W1ZJ,05DFRAS8941C1ZH,24-09-2025,40237,0,0,7242.66,7242.66
INV-1826,13ZETAS9984W1ZS,29KHVLK6051U1ZO,31-08-2025,170633,0,0,30713.94,30713.94
INV-1827,19GBHOT1335A1ZF,07DFPTR1747Y1ZS,25-01-2026,923218,0,0,166179.24,166179.24
INV-1828,30SLTZH8544X1ZS,15ZCRGV9092Z1ZM,28-01-2026,884579,0,0,159224.22,159224.22
INV-1829,22QRDXN6365G1ZN,18ODSCR8472B1ZM,12-02-2026,678444,0,0,122119.92,122119.92
INV-1830,37MBBYX5093G1ZS,37YCGOK5673O1ZJ,11-10-2025,909563,0,0,163721.34,163721.34
INV-1831,14SMXLB1455V1ZZ,22RUMRN5458J1ZF,13-09-2025,213614,0,0,38450.52,38450.52
INV-1832,14JCJWE2293F1ZP,34HSINF6783E1ZI,04-12-2025,27484,0,0,4947.12,4947.12
INV-1833,15XPDOA9047B1ZN,20AZFIU9895S1ZS,08-12-2025,899433,0,0,161897.94,161897.94
INV-1834,03CMKLT6824N1ZG,21WXLUP8739S1ZT,30-09-2025,187433,0,0,33737.94,33737.94
INV-1835,09YATAM4864G1ZS,12QUDKQ3015Y1ZU,18-10-2025,394047,0,0,70928.46,70928.46
INV-1836,04WDERP3542R1ZA,11XQWTK0889P1ZX,16-11-2025,706773,0,0,127219.14,127219.14
INV-1837,18JKQUG9503W1ZL,07LGOAT9126C1ZA,09-09-2025,710157,0,0,127828.26,127828.26
INV-1838,05LXOSJ3168Y1ZD,19GIXCD3124K1ZR,22-10-2025,212312,0,0,38216.16,38216.16
INV-1839,02BIZUF8558H1ZK,21GOQYP4748T1ZH,06-02-2026,289588,0,0,52125.84,52125.84
INV-1840,26SKCAI8689C1ZN,18ODSCR8472B1ZM,19-12-2025,56670,0,0,10200.6,10200.6
INV-1841,16WFFGQ1196V1ZP,29XDLYF4300Q1ZL,21-10-2025,732171,0,0,131790.78,131790.78
INV-1842,33BHVEY8550D1ZZ,26SKCAI8689C1ZN,27-02-2026,676160,0,0,121708.8,121708.8
INV-1843,26JOBAE4475D1ZQ,15FDDTP4545V1ZG,30-11-2025,597789,0,0,107602.02,107602.02
INV-1844,21WZGJW4349M1ZM,11ILMUQ1637G1ZO,05-10-2025,498900,0,0,89802,89802
INV-1845,15XPDOA9047B1ZN,34HMTAR3399I1ZZ,06-10-2025,100277,0,0,18049.86,18049.86
INV-1846,02GUREW9408C1ZK,24MLYMO3828C1ZJ,29-01-2026,102444,0,0,18439.92,18439.92
INV-1847,22EHZFQ9082I1ZB,17FSITY6172S1ZY,05-02-2026,201366,0,0,36245.88,36245.88
INV-1848,10IPDJZ6359J1ZR,25LRRCQ7701W1ZZ,20-09-2025,629864,0,0,113375.52,113375.52
INV-1849,31GSLZY0374P1ZD,37YCMBT7145I1ZQ,15-01-2026,813966,0,0,146513.88,146513.88
INV-1850,37TIQTD1337Y1ZR,21VUFAI2298K1ZG,17-09-2025,238092,0,0,42856.56,42856.56
INV-1851,07CJHJV8660S1ZA,12FVVGL9728Q1ZM,26-12-2025,95222,0,0,17139.96,17139.96
INV-1852,01NKASN2564F1ZD,07LGOAT9126C1ZA,16-09-2025,723965,0,0,130313.7,130313.7
INV-1853,11XQWTK0889P1ZX,13IPZDV7275I1ZY,10-01-2026,916584,0,0,164985.12,164985.12
INV-1854,34DIBWW3817X1ZJ,30MYDXG3193K1ZO,25-01-2026,783964,0,0,141113.52,141113.52
INV-1855,16ENVGK3459H1ZJ,08KOGSA9577V1ZG,31-08-2025,407735,0,0,73392.3,73392.3
INV-1856,15GJHYS1847A1ZH,21WQDBL3205J1ZO,23-01-2026,302514,0,0,54452.52,54452.52
INV-1857,10JFUTH4535V1ZH,20EGVKX3719X1ZC,01-01-2026,444092,0,0,79936.56,79936.56
INV-1858,15CWMZP8277H1ZH,09RVTRN6433F1ZG,07-01-2026,296050,0,0,53289,53289
INV-1859,07DFPTR1747Y1ZS,13ZDZMG6295Y1ZJ,02-09-2025,281952,0,0,50751.36,50751.36
INV-1860,07IZKOY5620M1ZS,19QXCON7991F1ZB,25-10-2025,106901,0,0,19242.18,19242.18
INV-1861,32OCCUV3807R1ZG,05FKCFW5410P1ZT,30-11-2025,391276,0,0,70429.68,70429.68
INV-1862,09DBASM4906N1ZO,30QHQEA0511I1ZE,04-11-2025,558450,0,0,100521,100521
INV-1863,16SPIFR3730X1ZN,11ARWIM9524W1ZR,15-01-2026,730413,0,0,131474.34,131474.34
INV-1864,34IGRIG1649C1ZA,28PDYEO0579V1ZP,01-10-2025,885271,0,0,159348.78,159348.78
INV-1865,10NKQVR0678B1ZH,36SJPHN4716Y1ZR,05-10-2025,574080,0,0,103334.4,103334.4
INV-1866,12VBULH0109Q1ZM,20LYXYH7117T1ZT,01-12-2025,464928,0,0,83687.04,83687.04
INV-1867,26BMEVV8172Y1ZO,10MAXQG6069Z1ZD,16-12-2025,725147,0,0,130526.46,130526.46
INV-1868,05ITQUT3058F1ZY,14FTVBC8134I1ZV,22-10-2025,743640,0,0,133855.2,133855.2
INV-1869,02MNDKU5916Z1ZX,15BPBLF6134G1ZU,21-12-2025,789230,0,0,142061.4,142061.4
INV-1870,17FSITY6172S1ZY,14RLIVV8375W1ZV,05-01-2026,820978,0,0,147776.04,147776.04
INV-1871,08OOXKI7109C1ZL,26JURYD6700Y1ZU,23-12-2025,500406,0,0,90073.08,90073.08
INV-1872,36RMEFB7030P1ZQ,14RVYGQ8899X1ZU,18-10-2025,130898,0,0,23561.64,23561.64
INV-1873,05ROKNM5636D1ZD,11ARWIM9524W1ZR,29-10-2025,205481,0,0,36986.58,36986.58
INV-1874,35DJTGJ6364T1ZR,30HNQPA9985T1ZT,07-12-2025,625326,0,0,112558.68,112558.68
INV-1875,05DFRAS8941C1ZH,10JFUTH4535V1ZH,12-09-2025,406267,0,0,73128.06,73128.06
INV-1876,28QGWLJ2674Z1ZR,26ZNDLD4290X1ZB,07-12-2025,45494,0,0,8188.92,8188.92
INV-1877,10ROEBN7181A1ZY,33OLPXT6026S1ZS,28-11-2025,670049,0,0,120608.82,120608.82
INV-1878,28SKVPD3953S1ZY,26ZNDLD4290X1ZB,18-01-2026,18281,0,0,3290.58,3290.58
INV-1879,15ZCRGV9092Z1ZM,17SOXYX6228N1ZZ,03-12-2025,360971,0,0,64974.78,64974.78
INV-1880,30TCRFK9917X1ZR,02ZJRDQ0077Z1ZO,11-01-2026,115075,0,0,20713.5,20713.5
INV-1881,02PDJVP7634L1ZN,28EDFFB3253W1ZJ,17-01-2026,331153,0,0,59607.54,59607.54
INV-1882,09QPAGU3964M1ZL,04EGBVX4443M1ZV,22-02-2026,205203,0,0,36936.54,36936.54
INV-1883,25EBYZI9874U1ZF,22BUBDU6468E1ZX,03-11-2025,656564,0,0,118181.52,118181.52
INV-1884,33KIOSS1900E1ZP,22SMMFE8005F1ZE,08-11-2025,738234,0,0,132882.12,132882.12
INV-1885,21GOQYP4748T1ZH,01YAOQS0373X1ZX,27-12-2025,506576,0,0,91183.68,91183.68
INV-1886,37YCAID6479X1ZX,03RVHXB4166W1ZW,27-09-2025,401344,0,0,72241.92,72241.92
INV-1887,28CCFTO6234V1ZS,28ZJAFJ0381V1ZA,17-11-2025,721517,0,0,129873.06,129873.06
INV-1888,23IJWMU7732K1ZN,36HRYDD1526W1ZK,30-12-2025,984116,0,0,177140.88,177140.88
INV-1889,22OGRCY5454R1ZD,29KWBNS1542I1ZZ,21-10-2025,954625,0,0,171832.5,171832.5
INV-1890,07WISHY8543K1ZD,16PUSXA7955G1ZZ,21-12-2025,456582,0,0,82184.76,82184.76
INV-1891,14EWUHM1869J1ZX,37DEXNK9687J1ZC,29-09-2025,430216,0,0,77438.88,77438.88
INV-1892,07GELKH2948R1ZD,02CNJLE3395B1ZE,16-01-2026,547085,0,0,98475.3,98475.3
INV-1893,20LOFKQ4710W1ZQ,23IJWMU7732K1ZN,28-09-2025,939662,0,0,169139.16,169139.16
INV-1894,31GSLZY0374P1ZD,25XVAOH1860M1ZQ,16-10-2025,998646,0,0,179756.28,179756.28
INV-1895,29XDLYF4300Q1ZL,14EWUHM1869J1ZX,23-01-2026,605578,0,0,109004.04,109004.04
INV-1896,17LHZWC3326A1ZV,34BBHYY0751Q1ZV,14-02-2026,359330,0,0,64679.4,64679.4
INV-1897,05GMCIH9139D1ZK,17FSITY6172S1ZY,22-01-2026,334296,0,0,60173.28,60173.28
INV-1898,32COLPC4200X1ZI,21PPPJV6872T1ZS,18-11-2025,490995,0,0,88379.1,88379.1
INV-1899,02CNJLE3395B1ZE,12FVVGL9728Q1ZM,12-09-2025,10884,0,0,1959.12,1959.12
INV-1900,02BIZUF8558H1ZK,01XAFDY6472D1ZB,14-01-2026,935845,0,0,168452.1,168452.1
INV-1901,15TAOPS2125H1ZP,16ENVGK3459H1ZJ,11-01-2026,94279,0,0,16970.22,16970.22
INV-1902,37KQMQH9486J1ZO,20DAYTY9195Q1ZK,08-11-2025,223198,0,0,40175.64,40175.64
INV-1903,17FSITY6172S1ZY,03RVHXB4166W1ZW,19-01-2026,266620,0,0,47991.6,47991.6
INV-1904,37FQTGB7390V1ZN,12FVFEU8899O1ZU,24-11-2025,896747,0,0,161414.46,161414.46
INV-1905,22CJJIG0419C1ZR,19MDBQP6411V1ZM,01-12-2025,177069,0,0,31872.42,31872.42
INV-1906,19AHHWB2275Z1ZG,26RRSRZ2430W1ZS,05-09-2025,586537,0,0,105576.66,105576.66
INV-1907,03MJDYW5974K1ZH,37DZXIO2158E1ZJ,30-10-2025,232813,0,0,41906.34,41906.34
INV-1908,22RNPYX5984U1ZN,14QDKRW0175M1ZL,01-11-2025,881730,0,0,158711.4,158711.4
INV-1909,15PGACU1846F1ZM,31HACDG3400R1ZG,03-02-2026,810122,0,0,145821.96,145821.96
INV-1910,30PBRRE0104L1ZQ,10GQLRX4250L1ZS,24-01-2026,343821,0,0,61887.78,61887.78
INV-1911,01YAOQS0373X1ZX,30NOLJE6582Q1ZI,17-12-2025,353001,0,0,63540.18,63540.18
INV-1912,29GPDUQ3180A1ZF,30JDJPG8039X1ZC,11-11-2025,775850,0,0,139653,139653
INV-1913,13WYNFU5666L1ZH,03MJDYW5974K1ZH,09-02-2026,570060,0,0,102610.8,102610.8
INV-1914,21PPPJV6872T1ZS,03JQUQP0180D1ZN,30-09-2025,712416,0,0,128234.88,128234.88
INV-1915,31UECLL4769D1ZB,05LXLCR8330R1ZJ,25-09-2025,938606,0,0,168949.08,168949.08
INV-1916,21WQDBL3205J1ZO,28SKIJJ5641M1ZL,25-11-2025,256580,0,0,46184.4,46184.4
INV-1917,16TRMPG4468C1ZM,29SLBBS0318X1ZH,27-02-2026,535814,0,0,96446.52,96446.52
INV-1918,31JIXWO2175M1ZH,18UJKPN7002R1ZS,18-11-2025,798198,0,0,143675.64,143675.64
INV-1919,16GQPXB3303O1ZV,02QGMCY4236X1ZW,31-12-2025,686936,0,0,123648.48,123648.48
INV-1920,08MBTFR6385C1ZZ,03ADQIX9273K1ZF,16-02-2026,207101,0,0,37278.18,37278.18
INV-1921,03TEJUW3138X1ZO,32ZQMEU1749R1ZU,04-02-2026,466550,0,0,83979,83979
INV-1922,02MHXCV7337Q1ZP,10NKQVR0678B1ZH,12-01-2026,695815,0,0,125246.7,125246.7
INV-1923,12MCGFN0921W1ZF,17BTNTM7515T1ZB,10-12-2025,308806,0,0,55585.08,55585.08
INV-1924,30PBRRE0104L1ZQ,32VROXP3750B1ZY,27-10-2025,871169,0,0,156810.42,156810.42
INV-1925,33CEPRG1825T1ZC,27IMRDZ9168P1ZP,13-01-2026,452223,0,0,81400.14,81400.14
INV-1926,36AYVGE7330E1ZS,01YAOQS0373X1ZX,18-10-2025,725485,0,0,130587.3,130587.3
INV-1927,15CWMZP8277H1ZH,03TENLH9489P1ZL,06-02-2026,497506,0,0,89551.08,89551.08
INV-1928,21PPPJV6872T1ZS,06CBYYW8061O1ZP,02-02-2026,778260,0,0,140086.8,140086.8
INV-1929,09GBSOO4553O1ZI,20AQFJI6157Y1ZI,24-02-2026,434121,0,0,78141.78,78141.78
INV-1930,20JPFRF1837S1ZH,24CAIJH1145N1ZD,03-10-2025,144993,0,0,26098.74,26098.74
INV-1931,05GISRT5596K1ZQ,26NQNKS0562J1ZC,03-11-2025,729636,0,0,131334.48,131334.48
INV-1932,21VUFAI2298K1ZG,23ICNHB0945Q1ZK,09-09-2025,695577,0,0,125203.86,125203.86
INV-1933,34ZKYZD2028N1ZW,12MCGFN0921W1ZF,14-02-2026,818829,0,0,147389.22,147389.22
INV-1934,32ZQMEU1749R1ZU,10PXUWW9393D1ZK,18-09-2025,281213,0,0,50618.34,50618.34
INV-1935,33GASVP6844K1ZR,22BYMJX2969P1ZX,04-11-2025,856331,0,0,154139.58,154139.58
INV-1936,30HKWUQ7160F1ZD,05DFRAS8941C1ZH,29-10-2025,828941,0,0,149209.38,149209.38
INV-1937,03NLVBZ5375Q1ZY,24SVPXC2616S1ZU,14-10-2025,895174,0,0,161131.32,161131.32
INV-1938,30VRLYP0969K1ZX,24LMPWW0966C1ZZ,13-01-2026,127096,0,0,22877.28,22877.28
INV-1939,12MCGFN0921W1ZF,13UZHER1153N1ZI,21-11-2025,806509,0,0,145171.62,145171.62
INV-1940,28SKVPD3953S1ZY,30JDJPG8039X1ZC,20-01-2026,93895,0,0,16901.1,16901.1
INV-1941,24PSBFH0212U1ZL,02MHXCV7337Q1ZP,29-09-2025,989555,0,0,178119.9,178119.9
INV-1942,08OOXKI7109C1ZL,29XDLYF4300Q1ZL,23-09-2025,549907,0,0,98983.26,98983.26
INV-1943,30TJATI8878C1ZJ,32OMAAG9846J1ZN,08-11-2025,487090,0,0,87676.2,87676.2
INV-1944,12TIYUW8271B1ZP,11WUFFF2658Y1ZV,17-02-2026,305398,0,0,54971.64,54971.64
INV-1945,17ISQWW8337Y1ZP,28SKVPD3953S1ZY,02-11-2025,523405,0,0,94212.9,94212.9
INV-1946,28VMIHO1878Y1ZB,30JVWFR3207L1ZU,27-09-2025,942358,0,0,169624.44,169624.44
INV-1947,13IPAHZ6941B1ZH,24GJXEK3626W1ZD,11-11-2025,274583,0,0,49424.94,49424.94
INV-1948,28CCFTO6234V1ZS,32VROXP3750B1ZY,21-02-2026,320529,0,0,57695.22,57695.22
INV-1949,16YRIXY3529Y1ZL,19WAOCZ2954E1ZQ,14-12-2025,197410,0,0,35533.8,35533.8
INV-1950,16HZLJV4972Z1ZX,32IOIHA5082Z1ZP,05-11-2025,28369,0,0,5106.42,5106.42
INV-1951,25EGGDE2273H1ZX,13ZDZMG6295Y1ZJ,18-02-2026,676876,0,0,121837.68,121837.68
INV-1952,13WYNFU5666L1ZH,32DZPGE5509D1ZO,18-02-2026,384597,0,0,69227.46,69227.46
INV-1953,25KURZB7288O1ZH,35VOKPW7730N1ZC,26-12-2025,425461,0,0,76582.98,76582.98
INV-1954,26NKIII1515Y1ZL,16VCWGM6308F1ZP,03-02-2026,570972,0,0,102774.96,102774.96
INV-1955,21UHJDN5710M1ZT,18IKFFB5950X1ZW,18-09-2025,161670,0,0,29100.6,29100.6
INV-1956,36GSFRA4156W1ZE,19DSYYK9906Z1ZT,19-12-2025,946081,0,0,170294.58,170294.58
INV-1957,14FTVBC8134I1ZV,04UHUTO6022Y1ZM,04-09-2025,490280,0,0,88250.4,88250.4
INV-1958,10MAKDX6534I1ZR,31HACDG3400R1ZG,16-10-2025,973405,0,0,175212.9,175212.9
INV-1959,03RNUKX8061Q1ZU,18VWRZF3773X1ZN,08-02-2026,52615,0,0,9470.7,9470.7
INV-1960,13LDAKV3844U1ZT,07CJHJV8660S1ZA,21-01-2026,50147,0,0,9026.46,9026.46
INV-1961,16WFFGQ1196V1ZP,03RVHXB4166W1ZW,02-02-2026,678796,0,0,122183.28,122183.28
INV-1962,25WOJRT9700I1ZG,14RLIVV8375W1ZV,07-02-2026,770636,0,0,138714.48,138714.48
INV-1963,28CCFTO6234V1ZS,16KCEGV4546B1ZG,12-12-2025,677671,0,0,121980.78,121980.78
INV-1964,16PUSXA7955G1ZZ,34ZKYZD2028N1ZW,11-01-2026,33470,0,0,6024.6,6024.6
INV-1965,25YWFYY6699G1ZI,34DIBWW3817X1ZJ,13-09-2025,279335,0,0,50280.3,50280.3
INV-1966,29VHNEJ0205Z1ZP,23IJVXP7370D1ZH,09-11-2025,93134,0,0,16764.12,16764.12
INV-1967,31GSLZY0374P1ZD,33GASVP6844K1ZR,09-01-2026,842196,0,0,151595.28,151595.28
INV-1968,35OJJPX0292M1ZL,31FVHOH1720Q1ZH,23-09-2025,327929,0,0,59027.22,59027.22
INV-1969,14RLIVV8375W1ZV,16YRIXY3529Y1ZL,27-12-2025,905739,0,0,163033.02,163033.02
INV-1970,25GJZCI8515O1ZR,32COLPC4200X1ZI,24-11-2025,61203,0,0,11016.54,11016.54
INV-1971,31XAWLF5211T1ZW,26RRSRZ2430W1ZS,08-11-2025,235663,0,0,42419.34,42419.34
INV-1972,15FDDTP4545V1ZG,20QFFHN7621D1ZA,11-01-2026,732325,0,0,131818.5,131818.5
INV-1973,06NNJXC8925F1ZK,30HKWUQ7160F1ZD,16-02-2026,714055,0,0,128529.9,128529.9
INV-1974,17BQZRF3950I1ZH,01YAOQS0373X1ZX,12-01-2026,963938,0,0,173508.84,173508.84
INV-1975,28KWWFQ6073J1ZQ,23DZKDZ8794X1ZR,26-02-2026,295925,0,0,53266.5,53266.5
INV-1976,30GDERV6083C1ZW,05ITQUT3058F1ZY,13-11-2025,29628,0,0,5333.04,5333.04
INV-1977,34EHGJA6310L1ZY,17LHZWC3326A1ZV,21-12-2025,298115,0,0,53660.7,53660.7
INV-1978,12FVVGL9728Q1ZM,18FZLKA1555K1ZD,18-09-2025,838645,0,0,150956.1,150956.1
INV-1979,07LVITY3702O1ZP,37YCGOK5673O1ZJ,01-01-2026,242074,0,0,43573.32,43573.32
INV-1980,13DTOUN0309Z1ZJ,03NLVBZ5375Q1ZY,02-01-2026,350377,0,0,63067.86,63067.86
INV-1981,34MOXDD4553Y1ZO,14JCJWE2293F1ZP,25-09-2025,311813,0,0,56126.34,56126.34
INV-1982,14LIUTB7917P1ZQ,14XKMNJ0707M1ZE,12-11-2025,626472,0,0,112764.96,112764.96
INV-1983,10HAVWI4099P1ZJ,17FCAJZ6575Y1ZF,12-10-2025,354721,0,0,63849.78,63849.78
INV-1984,24DUGXU0820W1ZS,17SOXYX6228N1ZZ,08-10-2025,985042,0,0,177307.56,177307.56
INV-1985,30DDTOT4539E1ZQ,14FTVBC8134I1ZV,08-12-2025,367140,0,0,66085.2,66085.2
INV-1986,21PPPJV6872T1ZS,30URHFU6941V1ZB,20-01-2026,475969,0,0,85674.42,85674.42
INV-1987,12FVVGL9728Q1ZM,24ZUBJL1972F1ZW,23-10-2025,788642,0,0,141955.56,141955.56
INV-1988,12VBULH0109Q1ZM,13UZHER1153N1ZI,15-01-2026,741618,0,0,133491.24,133491.24
INV-1989,20AZFIU9895S1ZS,24DUGXU0820W1ZS,16-11-2025,278113,0,0,50060.34,50060.34
INV-1990,36RMEFB7030P1ZQ,05AXRYV4637N1ZL,04-10-2025,903692,0,0,162664.56,162664.56
INV-1991,06FHVTV5629A1ZQ,07PYOXJ9158H1ZD,26-10-2025,672054,0,0,120969.72,120969.72
INV-1992,22WMJHO1688E1ZR,14FTVBC8134I1ZV,05-01-2026,97128,0,0,17483.04,17483.04
INV-1993,34DIBWW3817X1ZJ,35AVCWT8752Z1ZZ,12-12-2025,397125,0,0,71482.5,71482.5
INV-1994,32BIQJN6421R1ZP,31XBJCK7866O1ZT,04-11-2025,340655,0,0,61317.9,61317.9
INV-1995,30JDJPG8039X1ZC,09QPAGU3964M1ZL,19-01-2026,41000,0,0,7380,7380
INV-1996,19MYWQY4649C1ZF,31UJPTT6014H1ZC,21-09-2025,184833,0,0,33269.94,33269.94
INV-1997,32KVMCA7225F1ZY,29EOOWD7907H1ZC,13-11-2025,462492,0,0,83248.56,83248.56
INV-1998,26BCVUJ4608S1ZY,13SKRJX4200R1ZH,17-12-2025,797887,0,0,143619.66,143619.66
INV-1999,12FVFEU8899O1ZU,22YTNUD8896E1ZG,29-12-2025,524595,0,0,94427.1,94427.1
INV-2000,14QDKRW0175M1ZL,20LOFKQ4710W1ZQ,25-01-2026,573706,0,0,103267.08,103267.08
INV-2001,09GQGPS2908J1ZG,16WFFGQ1196V1ZP,27-01-2026,900941,0,0,162169.38,162169.38
INV-2002,37YCGOK5673O1ZJ,36LJHUT2399Y1ZG,04-01-2026,238909,0,0,43003.62,43003.62
INV-2003,01ROKEJ7672R1ZE,31XAWLF5211T1ZW,13-01-2026,313404,0,0,56412.72,56412.72
INV-2004,20AQFJI6157Y1ZI,28CTVOP5313V1ZY,17-11-2025,814126,0,0,146542.68,146542.68
INV-2005,05TPSBY1730Y1ZO,33BHVEY8550D1ZZ,03-01-2026,379124,0,0,68242.32,68242.32
INV-2006,32IOIHA5082Z1ZP,26ZNDLD4290X1ZB,18-12-2025,638357,0,0,114904.26,114904.26
INV-2007,25LRRCQ7701W1ZZ,09DBASM4906N1ZO,19-09-2025,390816,0,0,70346.88,70346.88
INV-2008,03TENLH9489P1ZL,12OOTTO6741Z1ZF,05-09-2025,937735,0,0,168792.3,168792.3
INV-2009,33QHKJZ5525K1ZO,30QQONQ3358O1ZJ,18-09-2025,808756,0,0,145576.08,145576.08
INV-2010,07LVITY3702O1ZP,37REJJA6891P1ZD,14-10-2025,571645,0,0,102896.1,102896.1
INV-2011,33JMOJG1572Q1ZA,12UNDFD7053Z1ZR,16-11-2025,910786,0,0,163941.48,163941.48
INV-2012,08HUMPU8934F1ZB,31CMVHJ5547D1ZK,16-12-2025,496449,0,0,89360.82,89360.82
INV-2013,30URHFU6941V1ZB,24MGTTV4896N1ZI,18-01-2026,481288,0,0,86631.84,86631.84
INV-2014,14RVYGQ8899X1ZU,32OMAAG9846J1ZN,17-11-2025,196255,0,0,35325.9,35325.9
INV-2015,03LRWGB4577E1ZQ,36FQOFP8086K1ZI,04-12-2025,568540,0,0,102337.2,102337.2
